nama_tempat,lat,lon,kategori,wilayah
Agoge Cafe,-7.7376042,110.3791681,cafe,sleman
Depot Es Kelapa Muda Mbak Endang,-7.7637332,110.474183,cafe,sleman
Kopi Pirak,-7.7739899,110.2848792,cafe,sleman
ksc café,-7.6269003,110.4461824,cafe,sleman
Kafe GTA,-7.7085907,110.3735237,cafe,sleman
Fore Coffee,-7.7602115,110.3810942,cafe,sleman
Mixue,-7.7555922,110.4336288,cafe,sleman
Kelapa Muda 354,-7.7644372,110.473572,cafe,sleman
Kedai Teh LORĒ,-7.7276808,110.4267562,cafe,sleman
De' Ngalas,-7.6286032,110.369739,cafe,sleman
Mixue,-7.7819103,110.4506324,cafe,sleman
Altilis Coffee,-7.7273582,110.3646145,cafe,sleman
Wastu Kopi,-7.7722677,110.3889307,cafe,sleman
Kobessah Kopi 2,-7.7281395,110.4036185,cafe,sleman
Mbahmoe Cafe,-7.7737887,110.4046132,cafe,sleman
UD Mitra,-7.7625586,110.4119097,cafe,sleman
Kopi Tiam Kapuas Hulu,-7.7549837,110.3955794,cafe,sleman
Ruang Tumbuh,-7.7751865,110.4546218,cafe,sleman
"Angkringan Pak Yudi, Pak Nur",-7.777762,110.4092481,cafe,sleman
Warkop Hippies,-7.7740245,110.3983236,cafe,sleman
WK. Ahau,-7.7764402,110.4101322,cafe,sleman
Teh Tarik Space,-7.761014,110.359009,cafe,sleman
Greeya Coffee,-7.7697059,110.4240834,cafe,sleman
Kopi Stasiun Kalasan,-7.7740216,110.4655991,cafe,sleman
Gahwa Coffee Jogja,-7.7361063,110.427015,cafe,sleman
Kopi Breksi,-7.7816176,110.5059432,cafe,sleman
Bangun Djaya Coffee,-7.7600667,110.4471156,cafe,sleman
Umpomo Cafe,-7.7604252,110.4470843,cafe,sleman
Angop Coffee,-7.7610385,110.4468264,cafe,sleman
The Pok Pow,-7.7785417,110.384232,cafe,sleman
Kám-siā,-7.7673852,110.4706609,cafe,sleman
Burlo Gaguh Rasa 03,-7.7734847,110.393674,cafe,sleman
Dua Kerbau Kopi & Roti,-7.735646,110.3988362,cafe,sleman
Es Coklat Impian,-7.7594323,110.4876326,cafe,sleman
Warung Kenayan,-7.7469695,110.4285018,cafe,sleman
Di Wedangku,-7.7419258,110.3985083,cafe,sleman
Seraia Coffe & Grilled Chicken,-7.7492825,110.3651189,cafe,sleman
Skulen,-7.747246,110.3700126,cafe,sleman
Sekulen,-7.7471727,110.3701916,cafe,sleman
One Percent Coffee,-7.7583803,110.3724789,cafe,sleman
Halia Fruits Bar,-7.7645681,110.3850393,cafe,sleman
Ngoopsky Street Coffee Sleman Yogyakarta,-7.762009,110.3703983,cafe,sleman
ARSY COFFEE,-7.750871,110.3662923,cafe,sleman
es coklat den bagus,-7.7572789,110.3657797,cafe,sleman
Malica Coffee House,-7.752232,110.4832293,cafe,sleman
Warung Naliko,-7.7744974,110.4526021,cafe,sleman
Cafe Kehutanan UGM,-7.7666219,110.3791097,cafe,sleman
Warmindo Argani,-7.7329404,110.4394276,cafe,sleman
Fore Coffee,-7.7830052,110.4014645,cafe,sleman
Awan Mbengi,-7.7302677,110.3970674,cafe,sleman
Nabe Coffee,-7.7769584,110.3927627,cafe,sleman
HS Coffee Social Space,-7.7757694,110.4117814,cafe,sleman
"Kopi Johar, Kedai Kopi Yogyakarta",-7.7744981,110.3951265,cafe,sleman
PLAI Café,-7.7412954,110.4331917,cafe,sleman
Campagna,-7.773968,110.4005787,cafe,sleman
Kedai Kopi Rivea,-7.7091385,110.355438,cafe,sleman
"SENOR POOL AND CAFE, Yogyakarta",-7.7267755,110.399859,cafe,sleman
Sender Coffe,-7.7656621,110.3787078,cafe,sleman
KOS KOOR PESISIR & BATHI,-7.7648131,110.3836463,cafe,sleman
Tempo Gelato Kaliurang,-7.7626178,110.3794634,cafe,sleman
LOS CIKEN JAKAL,-7.7635067,110.3780703,cafe,sleman
Warung Mas Gombloh,-7.7542641,110.4130393,cafe,sleman
Cold 'N Brew - Jakal,-7.756,110.3829228,cafe,sleman
Uncle John Coffee and Bakmi Jawa,-7.7629948,110.4822744,cafe,sleman
Kedai Argani Coffee,-7.7521399,110.4654477,cafe,sleman
Cafeteria Dhewe,-7.7634774,110.3756005,cafe,sleman
Fla - fla Milkshake,-7.7363824,110.3944111,cafe,sleman
LEIDEN Coffee & Work,-7.7612105,110.3785159,cafe,sleman
Tom's Milk,-7.7753355,110.4088518,cafe,sleman
es coklat den bagus,-7.7572898,110.3658118,cafe,sleman
Hallo Caffe,-7.701386,110.4149424,cafe,sleman
Markobar,-7.7672915,110.410173,cafe,sleman
Warunk Upnormal Yogyakarta,-7.7654813,110.4105187,cafe,sleman
CW Coffee,-7.77303,110.4095416,cafe,sleman
Bilik Kopi,-7.7161353,110.4065766,cafe,sleman
Susu Lovers,-7.7168948,110.4055976,cafe,sleman
Kebun Buah Naga,-7.7164869,110.4060085,cafe,sleman
Kedai Original,-7.7144361,110.4057568,cafe,sleman
Paperplane Coffee,-7.7748886,110.3932312,cafe,sleman
Paperplane Coffee,-7.7747826,110.3932486,cafe,sleman
Fine Coffee,-7.7049492,110.4125467,cafe,sleman
Bento Kopi Reserve,-7.7561698,110.3737982,cafe,sleman
Dic's Caffe,-7.6985411,110.4161828,cafe,sleman
Milkshake Juice/Smoothies,-7.6946782,110.4183899,cafe,sleman
Borjo Pojox,-7.7628576,110.3920745,cafe,sleman
Mixue,-7.7008786,110.4472507,cafe,sleman
Papiti Milk & Foods,-7.7578801,110.3979857,cafe,sleman
Vito Cafe,-7.7642326,110.4114206,cafe,sleman
Angkringan Wedang Wibu,-7.7609665,110.4000666,cafe,sleman
Café Brick,-7.7345649,110.3936369,cafe,sleman
DC Cafe Milk and Bar,-7.7308679,110.3800758,cafe,sleman
DC Cafe Milk and Bar,-7.7308248,110.3801021,cafe,sleman
Cafe Iqball Auliya Akbar,-7.7189298,110.3214752,cafe,sleman
Kantin KPLT,-7.7696023,110.3881028,cafe,sleman
Kantin Dharma,-7.7713202,110.3876047,cafe,sleman
Kedai Domore,-7.7653365,110.3794572,cafe,sleman
Kedai Kopi Espresso Bar,-7.7494636,110.3869207,cafe,sleman
Cafe Kopi Sedaya,-7.7312856,110.3833689,cafe,sleman
KOPILOG,-7.7309146,110.3808467,cafe,sleman
Dicky's Coffe,-7.7004156,110.4149789,cafe,sleman
Supernova Cybercafe,-7.7608365,110.4098221,cafe,sleman
ARCAF Arts & Cafe,-7.774811,110.4164091,cafe,sleman
Dabin Bratwurst,-7.7820601,110.4776128,cafe,sleman
Cengkir Heritage Resto And Coffee,-7.729686,110.3873191,cafe,sleman
Cengkir Heritage Resto And Coffee,-7.7298282,110.3872951,cafe,sleman
Burjo Barokah,-7.7429834,110.3717199,cafe,sleman
Refresh Cafe,-7.7554998,110.3827756,cafe,sleman
Canie Coffee & Space,-7.754588,110.381037,cafe,sleman
Kalimilk,-7.7629334,110.379942,cafe,sleman
Dixen Lounge and Cafe,-7.8044287,110.3249843,cafe,sleman
Angon (Angkringan Kebon),-7.744256,110.4345463,cafe,sleman
Doa Ibu Coffee,-7.7246708,110.4007387,cafe,sleman
Marisini Coffee,-7.7331611,110.3993133,cafe,sleman
Tepi Sawah,-7.7336614,110.3992185,cafe,sleman
Carney.co,-7.7752704,110.4099476,cafe,sleman
Redwood Coffee House,-7.7572377,110.428109,cafe,sleman
Dapur FIAI,-7.6872279,110.410105,cafe,sleman
Basabasi Nologaten,-7.7782358,110.3993962,cafe,sleman
Bento Nologaten,-7.7783948,110.399829,cafe,sleman
Kopi Kenangan,-7.7828546,110.4081773,cafe,sleman
Angkringan Bimo,-7.7799857,110.2926522,cafe,sleman
Anargya Koffie,-7.6905372,110.3861147,cafe,sleman
Michael Kreme Gelato - Palagan,-7.7279447,110.3776493,cafe,sleman
Matcha Cult,-7.7741071,110.4087854,cafe,sleman
Mpok Duren,-7.7657053,110.3790128,cafe,sleman
Indomaret,-7.7325432,110.3629984,convenience,sleman
Alfamart,-7.7395333,110.3626564,convenience,sleman
Alfamart,-7.747459,110.362585,convenience,sleman
Indomaret,-7.7550384,110.3621884,convenience,sleman
Alfamart,-7.7552723,110.3621776,convenience,sleman
Circle K,-7.7555402,110.3619364,convenience,sleman
Indomaret,-7.7572273,110.4076736,convenience,sleman
Alfamart,-7.7372309,110.3935832,convenience,sleman
Kopma UNY,-7.7733918,110.3855843,convenience,sleman
Kedai Mitra,-7.7735101,110.386842,convenience,sleman
Indomaret,-7.7703313,110.3901262,convenience,sleman
Indomaret,-7.7675973,110.3959273,convenience,sleman
Warung,-7.7750942,110.3827497,convenience,sleman
Hasty Market,-7.7760888,110.3435129,convenience,sleman
Hasty Market,-7.7762164,110.344331,convenience,sleman
Hasty Market,-7.7763014,110.3441137,convenience,sleman
Hasty Market,-7.7768702,110.3440762,convenience,sleman
Hasty Market,-7.777593,110.3438428,convenience,sleman
Tk Dani,-7.7118641,110.4315395,convenience,sleman
Alfamart,-7.7282307,110.3984754,convenience,sleman
Alfamart,-7.7791081,110.4136894,convenience,sleman
Indomaret,-7.7791719,110.4142044,convenience,sleman
Indomaret,-7.7785553,110.412933,convenience,sleman
Indomaret,-7.7790736,110.4157118,convenience,sleman
Alfamart,-7.7779547,110.4145531,convenience,sleman
Indomaret,-7.7631087,110.4194083,convenience,sleman
Alfamart,-7.7211742,110.3825934,convenience,sleman
Indomaret,-7.779267,110.3922999,convenience,sleman
Indomaret,-7.7659681,110.3690675,convenience,sleman
Indomaret,-7.7664147,110.3618978,convenience,sleman
Indomaret,-7.7541543,110.3827423,convenience,sleman
Alfamart,-7.7528559,110.4484639,convenience,sleman
Alfamidi,-7.7282199,110.3986855,convenience,sleman
Alfamart,-7.7648021,110.4487812,convenience,sleman
Indomaret,-7.7599872,110.3808751,convenience,sleman
Alfamart,-7.7647533,110.4488173,convenience,sleman
Alfamart,-7.7246188,110.4011232,convenience,sleman
Circle K,-7.7514027,110.4111599,convenience,sleman
Indomaret,-7.7464522,110.4121547,convenience,sleman
Indomaret,-7.749359,110.4060703,convenience,sleman
Indomaret,-7.7404138,110.4082779,convenience,sleman
Alfamart,-7.7595841,110.4055428,convenience,sleman
Zamart,-7.7553934,110.4096668,convenience,sleman
Alfamart,-7.7029239,110.281562,convenience,sleman
Indomaret,-7.7457551,110.3735403,convenience,sleman
Citrouli Jakal,-7.7613689,110.3719635,convenience,sleman
Ministop,-7.6455269,110.4242288,convenience,sleman
Toko Annasr,-7.7615135,110.3316585,convenience,sleman
Indomaret,-7.7477233,110.3626053,convenience,sleman
Gangsar Swalayan,-7.7449815,110.4812915,convenience,sleman
Alfamart,-7.7383744,110.4518201,convenience,sleman
Toko Bu Hesti,-7.741461,110.4277425,convenience,sleman
Alfamart,-7.7468652,110.4197397,convenience,sleman
Peni Ayu Swalayan,-7.752032,110.4344589,convenience,sleman
Koperasi UPN Wedo,-7.7387005,110.4323742,convenience,sleman
Mediko Ringinsari Swalayan,-7.736203,110.4800141,convenience,sleman
Indomaret,-7.7390837,110.4342578,convenience,sleman
Alfamart,-7.7359423,110.4348297,convenience,sleman
Madinah Swalayan,-7.7440821,110.4713048,convenience,sleman
Toko Yeny,-7.7435381,110.4763946,convenience,sleman
Indomaret,-7.77408,110.4638511,convenience,sleman
Indomaret,-7.760624,110.4769115,convenience,sleman
Toko Muyegh,-7.7443322,110.4711084,convenience,sleman
Mitra Boga Mart,-7.781888,110.4435186,convenience,sleman
Alfamart,-7.7777883,110.3854372,convenience,sleman
Toko Purwo,-7.7535163,110.4484122,convenience,sleman
Toko Geo,-7.7363226,110.484122,convenience,sleman
SRC Krisna,-7.752595,110.4857409,convenience,sleman
Kop Mart,-7.7529639,110.4870607,convenience,sleman
AAmart,-7.7375048,110.4208584,convenience,sleman
Toko GISA 2,-7.7653709,110.4698845,convenience,sleman
Indomaret,-7.7800001,110.4541619,convenience,sleman
Kharis Mart,-7.7726199,110.4489309,convenience,sleman
Toko Hijau,-7.7592555,110.4491336,convenience,sleman
New Normal Minimarket,-7.7449899,110.4717562,convenience,sleman
Toko Ning,-7.7432039,110.4627428,convenience,sleman
Aura Mart,-7.7367881,110.4475382,convenience,sleman
Idamart,-7.7364291,110.4402176,convenience,sleman
Purwanti,-7.7385868,110.4343034,convenience,sleman
Akfa 22,-7.7752512,110.4824989,convenience,sleman
Toko Trio,-7.7772998,110.4826954,convenience,sleman
Indomaret,-7.7356136,110.4344619,convenience,sleman
Merly,-7.7528873,110.4442544,convenience,sleman
Manna Kampus mini,-7.7403903,110.408478,convenience,sleman
Flamboyan,-7.7417002,110.4081209,convenience,sleman
Toko Naima,-7.7494114,110.48124,convenience,sleman
Indomaret,-7.7748235,110.4635031,convenience,sleman
Indomaret,-7.7639269,110.4205351,convenience,sleman
Indomaret,-7.7534132,110.4401105,convenience,sleman
Indomaret,-7.7713819,110.4311116,convenience,sleman
Toko Kelontong Aris,-7.7560617,110.4803764,convenience,sleman
Alfamart,-7.7588589,110.479102,convenience,sleman
Alfamart,-7.7710402,110.4683245,convenience,sleman
Toko Anugrah,-7.7798734,110.4558637,convenience,sleman
Alfamart,-7.7720741,110.3895941,convenience,sleman
Indomaret,-7.7472499,110.3990002,convenience,sleman
Circle K,-7.7796531,110.4143221,convenience,sleman
Indomaret,-7.751835,110.3983452,convenience,sleman
Alfamart,-7.7592072,110.4786752,convenience,sleman
Toko Gunawan,-7.7795635,110.3891755,convenience,sleman
Bella Dyffa,-7.7803466,110.443545,convenience,sleman
Indomaret,-7.8028198,110.310585,convenience,sleman
Swalayan Fella Rosa,-7.6837959,110.4597826,convenience,sleman
Indo Asri,-7.7084694,110.3734016,convenience,sleman
Toko Reni Jaya,-7.7364493,110.4823337,convenience,sleman
Indomaret,-7.6896612,110.4613155,convenience,sleman
Toko Rejeki,-7.7513016,110.451609,convenience,sleman
Bambu,-7.6512117,110.448267,convenience,sleman
Toko SA,-7.6952672,110.4329265,convenience,sleman
Toko Idjo,-7.6463458,110.4260786,convenience,sleman
Toko Rahmat,-7.6540558,110.4228403,convenience,sleman
Indomaret,-7.7357056,110.3947107,convenience,sleman
Alfamart,-7.7443538,110.4018547,convenience,sleman
Alfamart,-7.8090076,110.2863587,convenience,sleman
Indomaret,-7.8044323,110.3038492,convenience,sleman
Indomaret,-7.8090105,110.2861811,convenience,sleman
Alfamart,-7.8025222,110.3140806,convenience,sleman
Circle K,-7.7784286,110.3927391,convenience,sleman
Alfamart,-7.7752742,110.3933293,convenience,sleman
Indomaret,-7.7658124,110.3441849,convenience,sleman
Alfamart,-7.7436876,110.3490601,convenience,sleman
Indomaret,-7.7482518,110.37854,convenience,sleman
Indomaret,-7.7743104,110.4356776,convenience,sleman
Bromart,-7.7585897,110.4332293,convenience,sleman
Indomaret Raya Pasekan,-7.763331,110.4379819,convenience,sleman
Indomaret,-7.7451116,110.4196585,convenience,sleman
Circle K Korner Nusa Indah 2,-7.7526784,110.4108919,convenience,sleman
Indomaret,-7.749843,110.2935636,convenience,sleman
Indomaret Wates KM9.2,-7.8096438,110.2831174,convenience,sleman
Indomaret Wates KM9,-7.8090742,110.2860842,convenience,sleman
Indomaret Plemburan,-7.7481802,110.3785716,convenience,sleman
Indomaret Nandan,-7.7513272,110.3730521,convenience,sleman
Indomaret Gurameh Raya,-7.7469081,110.4065617,convenience,sleman
Indomaret Pandowoharjo,-7.7004644,110.3644906,convenience,sleman
Indomaret Tentara Pelajar KM9.5,-7.7162697,110.3846544,convenience,sleman
Indomaret Sariharjo,-7.7229041,110.382105,convenience,sleman
Indomaret Kapten Haryadi,-7.7218601,110.3872424,convenience,sleman
Indomaret Ngebel Gede,-7.7252852,110.3950064,convenience,sleman
Indomaret Plus,-7.7284252,110.3990057,convenience,sleman
Indomaret Kaliurang KM10,-7.721589,110.4028372,convenience,sleman
Indomaret Palagan KM7,-7.7369867,110.3768482,convenience,sleman
Indomaret Kaliurang KM12,-7.7011614,110.4150512,convenience,sleman
Indomaret Candisari,-7.7004168,110.4152158,convenience,sleman
Indomaret Kaliurang KM13.5,-7.6950451,110.4181892,convenience,sleman
Indomaret Umbul Martani,-7.6884081,110.4189461,convenience,sleman
Indomaret Pokoh Sleman TGKW,-7.6686469,110.4284964,convenience,sleman
Indomaret Pakem 2,-7.6704207,110.4173831,convenience,sleman
Indomaret Pakem (Pujo),-7.6649198,110.4194065,convenience,sleman
Indomaret Pakem Turi 3,-7.6590975,110.3953506,convenience,sleman
Indomaret Wonokerto Turi,-7.6509516,110.3687874,convenience,sleman
Indomaret Pulowatu,-7.6591947,110.3955568,convenience,sleman
Indomaret Tempel KM17.5,-7.657043,110.32602,convenience,sleman
Indomaret Tempel,-7.6512725,110.3254114,convenience,sleman
Indomaret Tempel Turi,-7.6424601,110.3286831,convenience,sleman
Indomaret Magelang KM17,-7.6563736,110.3262909,convenience,sleman
Indomaret Godean Pedes,-7.7894689,110.2765385,convenience,sleman
Indomaret Moyudan,-7.7599034,110.2591171,convenience,sleman
indomaret Minggir,-7.7165411,110.270276,convenience,sleman
Indomaret Godean KM.12,-7.7632943,110.2806609,convenience,sleman
Indomaret Sidoagung,-7.770244,110.304082,convenience,sleman
Indomaret Point Coffee Sidokarto,-7.7710007,110.3059514,convenience,sleman
Indomaret Godean KM8,-7.7724169,110.311703,convenience,sleman
Indomaret Sidoarum Utara,-7.7770265,110.3224346,convenience,sleman
Indomaret Godean Km 6,-7.7763655,110.3271757,convenience,sleman
Indomaret Godean,-7.7797115,110.3428817,convenience,sleman
INDOMARET MULIA SLEMAN,-7.7463749,110.3808148,convenience,sleman
Indomaret Bale Mulia,-7.7381823,110.3536739,convenience,sleman
Indomaret RSA Kronggahan,-7.7427638,110.3492078,convenience,sleman
Indomaret Magelang KM4.7,-7.7651473,110.3615663,convenience,sleman
Indomaret Magelang KM5,-7.7663695,110.3618,convenience,sleman
Indomaret Fresh Magelang KM13.5,-7.6918136,110.3436278,convenience,sleman
Indomaret jamal km 11,-7.7078966,110.3535461,convenience,sleman
Indomaret Griya Taman Asri,-7.7095395,110.3725057,convenience,sleman
Indomaret,-7.7169909,110.346387,convenience,sleman
Indomaret Margoluwih,-7.7498385,110.2936162,convenience,sleman
Indomart seyegan,-7.7232985,110.3100899,convenience,sleman
Indomaret Kebon Agung Sumberadi,-7.731988,110.3233458,convenience,sleman
Indomaret Kolonel Subadri,-7.7145612,110.3301704,convenience,sleman
Indomaret Purbaya,-7.7139845,110.3416221,convenience,sleman
Indomaret Palagan KM7.5,-7.7335961,110.3778311,convenience,sleman
Indomaret Tegalwaras,-7.7370728,110.3717023,convenience,sleman
Indomaret Sambisari,-7.7272819,110.3560902,convenience,sleman
Indomaret Gito Gati,-7.7195435,110.3681952,convenience,sleman
Indomaret Magelang KM9,-7.726073,110.3624977,convenience,sleman
Indomaret Magelang KM8,-7.730885,110.363641,convenience,sleman
Indomaret Sendangadi,-7.7329626,110.3630672,convenience,sleman
Indomaret Perumnas,-7.7662306,110.4058231,convenience,sleman
Indomaret Sidomoyo Utara,-7.7496497,110.3208578,convenience,sleman
Indomaret Sidomoyo,-7.7613047,110.3205345,convenience,sleman
Indomaret RR 99,-7.7582408,110.3375897,convenience,sleman
Indomaret Demak Ijo,-7.7722129,110.3334882,convenience,sleman
Indomaret Kabupaten KM 1,-7.7710855,110.3429479,convenience,sleman
Indomaret Kabupaten KM3,-7.7518248,110.3476996,convenience,sleman
Indomaret,-7.7348931,110.3428181,convenience,sleman
Indomaret Kebon Agung Mlati,-7.743351,110.3559544,convenience,sleman
SRC ALFAT 2,-7.7588429,110.4822502,convenience,sleman
Toko Wahyu,-7.7624108,110.4844249,convenience,sleman
Balqis Mart Randugunting,-7.7637315,110.4823957,convenience,sleman
Indomaret,-7.754444,110.410235,convenience,sleman
Indomaret,-7.7385013,110.3897449,convenience,sleman
RM Padang Lima Sekawan,-7.7659629,110.3799537,convenience,sleman
Indomaret,-7.7679587,110.3912259,convenience,sleman
Indomaret,-7.7477474,110.4493226,convenience,sleman
Alfamart,-7.8016092,110.3176512,convenience,sleman
MINIMARKET PAMOR,-7.7493903,110.3850274,convenience,sleman
Indomaret,-7.7608484,110.4326483,convenience,sleman
Indomaret,-7.7797079,110.3429198,convenience,sleman
Indomaret,-7.7814847,110.3995515,convenience,sleman
Indomaret,-7.7545746,110.3825454,convenience,sleman
Indomaret,-7.720341,110.3828676,convenience,sleman
Indomaret,-7.7003208,110.4150925,convenience,sleman
SyarE Mart UII,-7.6875933,110.4117775,convenience,sleman
Alfamart,-7.7343288,110.3915131,convenience,sleman
Indomaret,-7.7391835,110.392345,convenience,sleman
Alfamart,-7.7372013,110.3935279,convenience,sleman
Circle K,-7.7371352,110.3936121,convenience,sleman
Indomaret,-7.7776218,110.384649,convenience,sleman
Indomaret,-7.7340021,110.3898206,convenience,sleman
Indomaret,-7.8003463,110.3234604,convenience,sleman
Indomaret Patukan,-7.7939734,110.3225903,convenience,sleman
Plaza Agro Gadjah Mada,-7.7680174,110.3870543,convenience,sleman
Alfamart,-7.7029762,110.4132506,convenience,sleman
Alfamart,-7.6599795,110.3949535,convenience,sleman
Indomaret,-7.7818901,110.3957518,convenience,sleman
Alfamart,-7.7195402,110.4038089,convenience,sleman
Mina Swalayan,-7.7187363,110.4042567,convenience,sleman
Mina Swalayan,-7.7189191,110.4048316,convenience,sleman
Alfamart,-7.7050256,110.4121253,convenience,sleman
Circle K,-7.7738314,110.4012297,convenience,sleman
Indomaret,-7.6982261,110.4164287,convenience,sleman
Joglo Mart,-7.6826515,110.411555,convenience,sleman
WS,-7.6674612,110.4186206,convenience,sleman
Indomaret,-7.6704326,110.4173205,convenience,sleman
Toko Keluarga,-7.7496291,110.3783547,convenience,sleman
Warung Kelontong Anugerah,-7.7511741,110.3760549,convenience,sleman
Indomaret,-7.7600816,110.3951267,convenience,sleman
Xtra Hot,-7.7513739,110.3853182,convenience,sleman
Indomaret,-7.7605841,110.3692145,convenience,sleman
Alfamart,-7.7049632,110.4314846,convenience,sleman
Indomaret,-7.7046805,110.430449,convenience,sleman
Indomaret,-7.7743548,110.4155691,convenience,sleman
Indomaret,-7.7458331,110.4149359,convenience,sleman
Indomaret,-7.7525837,110.4422105,convenience,sleman
Indomaret Point,-7.7284548,110.3990404,convenience,sleman
Alfamart,-7.7653093,110.4727525,convenience,sleman
Toko Kanala,-7.7222822,110.3881096,convenience,sleman
Indomaret,-7.750599,110.434663,convenience,sleman
Indomaret,-7.7390378,110.4522545,convenience,sleman
Indomaret Kolonel Subadri,-7.7145572,110.3299353,convenience,sleman
Angkringan,-7.6468402,110.424088,convenience,sleman
MINIMARKET TUMBUH,-7.6375158,110.4326833,convenience,sleman
Indomaret,-7.7817038,110.4140496,convenience,sleman
Lion Star,-7.7309651,110.3823996,convenience,sleman
Indomaret Seturan,-7.7644904,110.4110635,convenience,sleman
Rahayu Swalayan,-7.7672594,110.4104972,convenience,sleman
Indomaret,-7.6950357,110.4180713,convenience,sleman
Toko Bu Siti,-7.6660347,110.4192011,convenience,sleman
Toko Rini,-7.6647013,110.4199164,convenience,sleman
PUJO,-7.6649489,110.4193801,convenience,sleman
Circle K - Babarsari,-7.7756498,110.4157015,convenience,sleman
Ceria Soja Milk,-7.7786358,110.4769122,convenience,sleman
Indomaret Kapten Riyadi,-7.7219051,110.387185,convenience,sleman
Komplek Kios Desa,-7.715782,110.2899298,convenience,sleman
Minimarket Merapi Jaya,-7.6141427,110.3730351,convenience,sleman
Toko Shamila,-7.7613441,110.3746071,convenience,sleman
Alfamart,-7.7713048,110.4681073,convenience,sleman
Alfamart,-7.7493236,110.4714762,convenience,sleman
Circle K,-7.7637355,110.3792863,convenience,sleman
Indomaret,-7.7810887,110.4081991,convenience,sleman
Fellarosa Swalayan,-7.7016493,110.4473774,convenience,sleman
Warung Dua Saudara,-7.7472553,110.4385467,convenience,sleman
Warung Mbak Nining,-7.6661086,110.4050605,grocery,sleman
Mahel,-7.7617185,110.3755937,laundry,sleman
Funny Laundry,-7.7642952,110.3872122,laundry,sleman
Laundry Zone,-7.7663411,110.4100029,laundry,sleman
Total Laundry,-7.7657362,110.4107132,laundry,sleman
Wulan Laundry,-7.7355442,110.4371498,laundry,sleman
Rista Laundry,-7.7364397,110.4814583,laundry,sleman
Mulia Laundry,-7.7674759,110.4484429,laundry,sleman
Griya Laundry,-7.7636656,110.4489591,laundry,sleman
Alfa Laundry,-7.7402188,110.4552477,laundry,sleman
Rose Laundry,-7.7392248,110.4522554,laundry,sleman
SimplyPrime,-7.7384619,110.3762907,laundry,sleman
Minatu,-7.7529929,110.4445322,laundry,sleman
Keen Laundry,-7.7435084,110.407528,laundry,sleman
Lily Laundry,-7.7348835,110.4336662,laundry,sleman
Cemerlang Laundry,-7.7581356,110.4098683,laundry,sleman
Amanah Laundry,-7.7362152,110.4824206,laundry,sleman
King's Laundry,-7.7663759,110.3816901,laundry,sleman
Cahaya laundry,-7.7086938,110.415515,laundry,sleman
Anjani Laundry,-7.647125,110.4257924,laundry,sleman
Miracle Laundry,-7.7517958,110.3652782,laundry,sleman
Puri Laundry,-7.7537812,110.3659983,laundry,sleman
Gulawentah Pro Art,-7.7528496,110.3649614,laundry,sleman
Laundry Mbak Mun,-7.7530386,110.3659894,laundry,sleman
griya anie (laundri),-7.7560232,110.3660763,laundry,sleman
room laundri,-7.7564308,110.3660143,laundry,sleman
jessy laundry,-7.7572611,110.365683,laundry,sleman
Bara Laundry,-7.6866971,110.4184414,laundry,sleman
Violet Exclusive Clean Expert Laundry,-7.7398099,110.4243737,laundry,sleman
griya anie (laundri),-7.7560426,110.3660709,laundry,sleman
room laundri,-7.756439,110.3660348,laundry,sleman
Kenes Laundry,-7.7012916,110.4150058,laundry,sleman
Smiley Laundry,-7.7147867,110.4067305,laundry,sleman
ANOKA Laundry,-7.7633618,110.3835568,laundry,sleman
Laundry C24,-7.6965548,110.4177174,laundry,sleman
Berjaya Laundry,-7.6971994,110.4173134,laundry,sleman
laundry,-7.6969226,110.4171889,laundry,sleman
Money Laundry,-7.7652787,110.3962416,laundry,sleman
Harmony Laundry,-7.7503398,110.4116986,laundry,sleman
Laundry Zone,-7.731459,110.3829381,laundry,sleman
Moro Lejar,-7.6620048,110.433102,restaurant,sleman
Jambon Resto,-7.7607904,110.3449942,restaurant,sleman
Rumah Makan Pring Sewu,-7.7284566,110.3637196,restaurant,sleman
Kantin Calsita,-7.7637956,110.4100903,restaurant,sleman
RM Padang AMBO,-7.7659179,110.3794555,restaurant,sleman
RM Padang Lima Sekawan,-7.7659964,110.3799566,restaurant,sleman
Ayam Goreng Pak Parman,-7.7343365,110.3934698,restaurant,sleman
Soto Pak Jamal,-7.7342307,110.3937036,restaurant,sleman
Jimbaran Resto,-7.7310313,110.3811303,restaurant,sleman
Iga Sapi Bali,-7.7310099,110.383584,restaurant,sleman
Rumah Makan Khao Pad,-7.7328141,110.3848526,restaurant,sleman
Bebek Tepi Sawah Jogja,-7.7306551,110.3800023,restaurant,sleman
Rasane Seafood & Ikan Bakar,-7.7302118,110.3789859,restaurant,sleman
Mr. Crab's,-7.7344513,110.394133,restaurant,sleman
Bakso Pak Supri,-7.7728708,110.3916278,restaurant,sleman
hartz chiken buffet,-7.7616672,110.3615705,restaurant,sleman
restoran kelapa gading,-7.7496428,110.3618375,restaurant,sleman
Soto Pak Mustofa,-7.7441259,110.3622876,restaurant,sleman
RM Menara Kudus,-7.7482705,110.3625878,restaurant,sleman
Bakmi Jombor,-7.7484553,110.3625565,restaurant,sleman
bakmi Jombor,-7.7481109,110.3625536,restaurant,sleman
Sendang Ayu,-7.760779,110.4762948,restaurant,sleman
Nanamia Pizzeria,-7.7761421,110.3909484,restaurant,sleman
Pandanaran,-7.7338823,110.3888713,restaurant,sleman
